epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.26337969303131104,1.8106573820114136,0.001,0.3054599165916443,1.9205961227416992
1,0.2981458008289337,1.75774085521698,0.001,0.32316774129867554,1.8272303342819214
2,0.35545721650123596,1.666776418685913,0.001,0.33989179134368896,1.7409576177597046
3,0.4160345494747162,1.5508544445037842,0.001,0.33546483516693115,1.7669659852981567
4,0.4376316964626312,1.4728314876556396,0.001,0.34628626704216003,1.7159217596054077
5,0.46196797490119934,1.4193055629730225,0.001,0.3772749602794647,1.637974739074707
6,0.47914034128189087,1.367043375968933,0.001,0.3679291605949402,1.6138254404067993
7,0.49863043427467346,1.3217194080352783,0.001,0.35514017939567566,1.632710576057434
8,0.519279420375824,1.2735047340393066,0.001,0.372356116771698,1.6084107160568237
9,0.5392962694168091,1.2264209985733032,0.001,0.39793407917022705,1.6522538661956787
10,0.5493046641349792,1.1880770921707153,0.001,0.3443187475204468,1.6681973934173584
11,0.5664770603179932,1.1541290283203125,0.001,0.35858336091041565,1.5669864416122437
12,0.5834386944770813,1.1154353618621826,0.001,0.38317757844924927,1.682413101196289
13,0.5973451137542725,1.0765399932861328,0.001,0.38662075996398926,1.7385722398757935
14,0.6128318309783936,1.0343812704086304,0.001,0.3989178538322449,1.6395237445831299
15,0.6280025243759155,0.9945777654647827,0.001,0.391539603471756,1.749907374382019
16,0.6498103737831116,0.9506150484085083,0.001,0.38957205414772034,1.7405272722244263
17,0.6577117443084717,0.9223247766494751,0.001,0.35956713557243347,1.6586360931396484
18,0.6704593300819397,0.8974227905273438,0.001,0.39842596650123596,1.7370420694351196
19,0.6847872138023376,0.8535782694816589,0.001,0.3728480041027069,1.8215727806091309
20,0.6923725008964539,0.8142824172973633,0.001,0.391539603471756,1.7249031066894531
21,0.716498076915741,0.7770175337791443,0.001,0.3674372732639313,1.8607831001281738
22,0.725347638130188,0.7454783916473389,0.001,0.3639940917491913,1.9233269691467285
23,0.744416356086731,0.698392391204834,0.001,0.38957205414772034,1.9005426168441772
24,0.759692370891571,0.6680155396461487,0.001,0.3639940917491913,1.8793104887008667
25,0.7684365510940552,0.639276385307312,0.001,0.3635022044181824,1.9793754816055298
26,0.7849768400192261,0.5959752202033997,0.001,0.3639940917491913,2.07655930519104
27,0.8017277717590332,0.5559689402580261,0.001,0.39350712299346924,2.113417625427246
28,0.8114201426506042,0.5326592922210693,0.001,0.40186914801597595,2.1531906127929688
29,0.8206911087036133,0.5054709315299988,0.001,0.40137726068496704,2.0785834789276123
30,0.8333333134651184,0.4667624235153198,0.001,0.3876045346260071,2.3424954414367676
31,0.8437631726264954,0.43666157126426697,0.001,0.3920314908027649,2.3231844902038574
32,0.8536662459373474,0.41413798928260803,0.001,0.39744219183921814,2.3938918113708496
33,0.8638854026794434,0.39023491740226746,0.001,0.3797343969345093,2.5484631061553955
34,0.8770543336868286,0.3653036057949066,0.001,0.3994097411632538,2.469167947769165
35,0.8772650361061096,0.3459126949310303,0.001,0.37383177876472473,2.567595958709717
36,0.8887484073638916,0.31539323925971985,0.001,0.3989178538322449,2.5784614086151123
37,0.8929625153541565,0.3058808743953705,0.001,0.3836694657802582,2.7072837352752686
38,0.8981247544288635,0.28702211380004883,0.001,0.4043285846710205,2.757455825805664
39,0.9018120765686035,0.2713042199611664,0.001,0.3851450979709625,2.8317880630493164
40,0.9092920422554016,0.25579628348350525,0.001,0.3964584469795227,2.891986608505249
41,0.9108723402023315,0.2597711980342865,0.001,0.3999016284942627,2.8726887702941895
