epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5803834795951843,0.6714363098144531,0.001,0.5887850522994995,0.663757860660553
1,0.5803834795951843,0.6671622395515442,0.001,0.5887850522994995,0.660500168800354
2,0.5803834795951843,0.6642224192619324,0.001,0.5887850522994995,0.6595807075500488
3,0.6019806265830994,0.6611533164978027,0.001,0.5887850522994995,0.6683430671691895
4,0.6578171253204346,0.6572272181510925,0.001,0.5887850522994995,0.6516311764717102
5,0.6682469248771667,0.6535971164703369,0.001,0.5887850522994995,0.6659306883811951
6,0.6752001643180847,0.650023877620697,0.001,0.5887850522994995,0.6513820290565491
7,0.6868942379951477,0.6442697048187256,0.001,0.7132316827774048,0.6392725110054016
8,0.6989043354988098,0.6393367648124695,0.001,0.7092965841293335,0.6394462585449219
9,0.6984829306602478,0.6371222734451294,0.001,0.7250369191169739,0.6311198472976685
10,0.7059628963470459,0.6322534084320068,0.001,0.7092965841293335,0.6321567893028259
11,0.7211335897445679,0.6244691014289856,0.001,0.6596163511276245,0.6437771320343018
12,0.7265065312385559,0.6196879148483276,0.001,0.7555336952209473,0.6136924624443054
13,0.7287189364433289,0.6157503128051758,0.001,0.7456960082054138,0.6165968179702759
14,0.7360935807228088,0.6105307340621948,0.001,0.7068371772766113,0.6258090734481812
15,0.741993248462677,0.6044903993606567,0.001,0.6989670395851135,0.6273167729377747
16,0.7404129505157471,0.6021996736526489,0.001,0.7589768767356873,0.6014343500137329
17,0.747576892375946,0.5958543419837952,0.001,0.751598596572876,0.6013903021812439
18,0.756953239440918,0.5898371338844299,0.001,0.7092965841293335,0.6180589199066162
19,0.7609565854072571,0.5839020609855652,0.001,0.7319232821464539,0.6057590842247009
20,0.7634850144386292,0.5791290402412415,0.001,0.773733377456665,0.5831767916679382
21,0.76316899061203,0.5770846009254456,0.001,0.748155415058136,0.5895316004753113
22,0.7717024683952332,0.569034993648529,0.001,0.7452041506767273,0.591084361076355
23,0.7776021957397461,0.5638666152954102,0.001,0.7511067390441895,0.5868554711341858
24,0.779814600944519,0.5589917302131653,0.001,0.776192843914032,0.5695452690124512
25,0.7770754098892212,0.5573702454566956,0.001,0.6497786641120911,0.6314827799797058
26,0.784134030342102,0.5498996376991272,0.001,0.7781603336334229,0.5630792379379272
27,0.7852928638458252,0.5466269254684448,0.001,0.7870142459869385,0.5562353134155273
28,0.7840286493301392,0.5454573035240173,0.001,0.7732415199279785,0.560798704624176
29,0.7988832592964172,0.5329846143722534,0.001,0.7560255527496338,0.5709068179130554
30,0.7975137233734131,0.5297398567199707,0.001,0.7338908314704895,0.5826544761657715
31,0.8037294745445251,0.5236491560935974,0.001,0.7816035151481628,0.552413821220398
32,0.8023598790168762,0.522383987903595,0.001,0.7816035151481628,0.5477874279022217
33,0.8092077374458313,0.5152550935745239,0.001,0.5376291275024414,0.7055211663246155
34,0.8104719519615173,0.5100752711296082,0.001,0.776192843914032,0.545752227306366
35,0.8142646551132202,0.5050902366638184,0.001,0.734382688999176,0.5752178430557251
36,0.8231142163276672,0.4964057505130768,0.001,0.7663551568984985,0.5479534864425659
37,0.8244837522506714,0.4916337728500366,0.001,0.6438760161399841,0.6398975253105164
38,0.8289085626602173,0.48578041791915894,0.001,0.7609444260597229,0.5493461489677429
39,0.8274336457252502,0.483974426984787,0.001,0.7476635575294495,0.5612390637397766
40,0.8312262892723083,0.47925880551338196,0.001,0.7825872898101807,0.5313189625740051
41,0.8336493968963623,0.47554823756217957,0.001,0.7442203760147095,0.5644845366477966
42,0.8338600993156433,0.4704335331916809,0.001,0.7993113398551941,0.5191280841827393
43,0.8357564210891724,0.4669701159000397,0.001,0.7845548391342163,0.5263815522193909
44,0.8384955525398254,0.4614203870296478,0.001,0.7889817953109741,0.5195978879928589
45,0.8387062549591064,0.4617754817008972,0.001,0.7978357076644897,0.5101479291915894
46,0.8553518652915955,0.44226887822151184,0.001,0.786522388458252,0.5220106244087219
47,0.8547197580337524,0.4396692216396332,0.001,0.773733377456665,0.5296816825866699
48,0.8481879234313965,0.443713903427124,0.001,0.7884899377822876,0.5180953145027161
49,0.8502950072288513,0.4394502341747284,0.001,0.7924249768257141,0.5118850469589233
