epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5222292542457581,0.7908140420913696,0.001,0.3846532106399536,0.779262125492096
1,0.39570164680480957,0.7834988236427307,0.001,0.38317757844924927,0.7724097371101379
2,0.4010745882987976,0.7754621505737305,0.001,0.3846532106399536,0.7659943699836731
3,0.505372941493988,0.7691347599029541,0.001,0.5887850522994995,0.7599349021911621
4,0.5794352889060974,0.7642257213592529,0.001,0.5887850522994995,0.7541617155075073
5,0.5803834795951843,0.7546989321708679,0.001,0.5887850522994995,0.7489394545555115
6,0.5803834795951843,0.7532080411911011,0.001,0.5887850522994995,0.7437792420387268
7,0.5803834795951843,0.7481364607810974,0.001,0.5887850522994995,0.7389004826545715
8,0.5803834795951843,0.7415179014205933,0.001,0.5887850522994995,0.734391987323761
9,0.5803834795951843,0.7362682223320007,0.001,0.5887850522994995,0.730168342590332
10,0.5803834795951843,0.7314155101776123,0.001,0.5887850522994995,0.7262150645256042
11,0.5803834795951843,0.7290401458740234,0.001,0.5887850522994995,0.7224109172821045
12,0.5803834795951843,0.7245203256607056,0.001,0.5887850522994995,0.7188603281974792
13,0.5803834795951843,0.7193683385848999,0.001,0.5887850522994995,0.7155963182449341
14,0.5803834795951843,0.7160832285881042,0.001,0.5887850522994995,0.7125110030174255
15,0.5803834795951843,0.7137423753738403,0.001,0.5887850522994995,0.709563672542572
16,0.5803834795951843,0.7100796699523926,0.001,0.5887850522994995,0.706824004650116
17,0.5803834795951843,0.7073132991790771,0.001,0.5887850522994995,0.7042490243911743
18,0.5803834795951843,0.7065547704696655,0.001,0.5887850522994995,0.7016766667366028
19,0.5803834795951843,0.702317476272583,0.001,0.5887850522994995,0.6993715763092041
20,0.5803834795951843,0.6999322175979614,0.001,0.5887850522994995,0.6972171664237976
21,0.5803834795951843,0.6975205540657043,0.001,0.5887850522994995,0.6952053904533386
22,0.5803834795951843,0.695758044719696,0.001,0.5887850522994995,0.693297266960144
23,0.5803834795951843,0.6939725279808044,0.001,0.5887850522994995,0.6914915442466736
24,0.5803834795951843,0.6920990347862244,0.001,0.5887850522994995,0.6897983551025391
25,0.5803834795951843,0.6908144950866699,0.001,0.5887850522994995,0.688159167766571
26,0.5803834795951843,0.6894363164901733,0.001,0.5887850522994995,0.6865826845169067
27,0.5803834795951843,0.6876723170280457,0.001,0.5887850522994995,0.6851418614387512
28,0.5803834795951843,0.686149537563324,0.001,0.5887850522994995,0.683822751045227
29,0.5803834795951843,0.6848645210266113,0.001,0.5887850522994995,0.6826131939888
30,0.5803834795951843,0.6839126348495483,0.001,0.5887850522994995,0.6814365386962891
31,0.5803834795951843,0.6828741431236267,0.001,0.5887850522994995,0.6803138852119446
32,0.5803834795951843,0.6818607449531555,0.001,0.5887850522994995,0.6792884469032288
33,0.5803834795951843,0.6809993386268616,0.001,0.5887850522994995,0.6782545447349548
34,0.5803834795951843,0.6800979971885681,0.001,0.5887850522994995,0.6773006916046143
35,0.5803834795951843,0.6792599558830261,0.001,0.5887850522994995,0.6763924956321716
36,0.5803834795951843,0.678434431552887,0.001,0.5887850522994995,0.6755111813545227
37,0.5803834795951843,0.6778444051742554,0.001,0.5887850522994995,0.6747241020202637
38,0.5803834795951843,0.6770195364952087,0.001,0.5887850522994995,0.673949658870697
39,0.5803834795951843,0.6764428615570068,0.001,0.5887850522994995,0.6732200980186462
40,0.5803834795951843,0.6760014295578003,0.001,0.5887850522994995,0.6725635528564453
41,0.5803834795951843,0.6752281188964844,0.001,0.5887850522994995,0.6719034314155579
42,0.5803834795951843,0.6749375462532043,0.001,0.5887850522994995,0.6713078022003174
43,0.5803834795951843,0.6741962432861328,0.001,0.5887850522994995,0.6707139611244202
44,0.5803834795951843,0.673799455165863,0.001,0.5887850522994995,0.6701618432998657
45,0.5803834795951843,0.673811137676239,0.001,0.5887850522994995,0.6696692109107971
46,0.5803834795951843,0.6731252074241638,0.001,0.5887850522994995,0.6691809892654419
47,0.5803834795951843,0.6724947690963745,0.001,0.5887850522994995,0.6686952114105225
48,0.5803834795951843,0.6728987097740173,0.001,0.5887850522994995,0.668286919593811
49,0.5803834795951843,0.6723285913467407,0.001,0.5887850522994995,0.6678839921951294
