loss,val_loss,val_accuracy,accuracy
0.679914116859436,0.6817116141319275,0.5754687786102295,0.5810312628746033
0.680287778377533,0.6818363666534424,0.5750625133514404,0.5798749923706055
0.6794705986976624,0.6819759011268616,0.5746562480926514,0.5823749899864197
0.6799760460853577,0.6819020509719849,0.574874997138977,0.5808125138282776
0.6802350282669067,0.6815593838691711,0.5759062767028809,0.5799999833106995
0.6805033683776855,0.6819865703582764,0.5745624899864197,0.5791875123977661
0.6797389984130859,0.6816845536231995,0.5755000114440918,0.5814999938011169
0.6794225573539734,0.6818254590034485,0.5750937461853027,0.5824687480926514
0.6800770163536072,0.6819326281547546,0.5747500061988831,0.5804687738418579
0.6806946396827698,0.6817547678947449,0.5752500295639038,0.5785624980926514
0.6801446676254272,0.6818624138832092,0.5749062299728394,0.5802500247955322
0.6796575784683228,0.6819788813591003,0.5745624899864197,0.5817187428474426
0.679831862449646,0.6819172501564026,0.5747500061988831,0.5812187790870667
0.6798040270805359,0.681620717048645,0.5756562352180481,0.5812812447547913
0.6810374855995178,0.6819362640380859,0.5746250152587891,0.577468752861023
0.6793389916419983,0.6817322969436646,0.5752812623977661,0.582687497138977
0.6799629330635071,0.6819223761558533,0.5746874809265137,0.5807499885559082
0.6799476742744446,0.6817771196365356,0.575124979019165,0.5807812213897705
0.6797454357147217,0.6819419264793396,0.5746250152587891,0.5814062356948853
0.6807352304458618,0.6815874576568604,0.5756562352180481,0.5783437490463257
0.6797388195991516,0.6818020343780518,0.574999988079071,0.5814062356948853
0.6798040270805359,0.6818722486495972,0.5747812390327454,0.5811874866485596
0.6800094246864319,0.6817551255226135,0.575124979019165,0.5805312395095825
0.6800432801246643,0.6818612217903137,0.5747812390327454,0.5804374814033508
0.6800381541252136,0.6817020177841187,0.5752500295639038,0.5804062485694885
0.6801391243934631,0.6818971633911133,0.5746250152587891,0.5801249742507935
0.6796314120292664,0.6818066239356995,0.5749062299728394,0.581656277179718
0.6799814105033875,0.6814134120941162,0.5760937333106995,0.5805624723434448
0.6798973679542542,0.6818767189979553,0.5746562480926514,0.5808125138282776
0.6801063418388367,0.6818262934684753,0.5747812390327454,0.5801562666893005
0.6801500916481018,0.6815226674079895,0.5756875276565552,0.5799999833106995
0.6796382665634155,0.6815916299819946,0.5754687786102295,0.5815312266349792
0.6796801090240479,0.6816388368606567,0.5753124952316284,0.5814062356948853
0.6807613372802734,0.6816878318786621,0.5750937461853027,0.5780624747276306
0.6792926788330078,0.6817615032196045,0.574874997138977,0.5825312733650208
0.6801173090934753,0.6816279292106628,0.5752500295639038,0.5799999833106995
0.6799050569534302,0.6816593408584595,0.575124979019165,0.5805937647819519
0.6799197793006897,0.6815680265426636,0.5753750205039978,0.5805624723434448
0.6798824667930603,0.6818205714225769,0.5745624899864197,0.5806249976158142
0.6802217364311218,0.6815975904464722,0.5751875042915344,0.5795312523841858
0.6792038679122925,0.6815785765647888,0.5752500295639038,0.5826562643051147
0.6800423860549927,0.6817452907562256,0.5746874809265137,0.5800312757492065
0.6797776222229004,0.6818878054618835,0.57421875,0.5808125138282776
0.6797813177108765,0.6816383600234985,0.5749375224113464,0.5807812213897705
0.6803652048110962,0.6816312670707703,0.574874997138977,0.5789374709129333
0.6794447302818298,0.6815612316131592,0.5750625133514404,0.5817499756813049
0.6798598170280457,0.6816039681434631,0.574874997138977,0.5804062485694885
0.6792746186256409,0.6814491152763367,0.5753124952316284,0.582156240940094
0.6799683570861816,0.6814543008804321,0.5752187371253967,0.5799687504768372
0.6802509427070618,0.6814406514167786,0.5751562714576721,0.579031229019165
0.67964106798172,0.681306004524231,0.5755000114440918,0.5808749794960022
0.6795624494552612,0.6815656423568726,0.5746250152587891,0.5809999704360962
0.6793390512466431,0.6814519166946411,0.5749062299728394,0.5816249847412109
0.6797376871109009,0.6814141869544983,0.5749062299728394,0.5802812576293945
0.6796537637710571,0.6813320517539978,0.5750312209129333,0.5804374814033508
0.6798148155212402,0.6813800930976868,0.5747500061988831,0.5798437595367432
0.6795942783355713,0.6812817454338074,0.5749062299728394,0.5804062485694885
0.6792930960655212,0.6810559630393982,0.5754374861717224,0.581125020980835
0.6789330840110779,0.6811689138412476,0.5749375224113464,0.5822187662124634
0.6794926524162292,0.6810703873634338,0.5750312209129333,0.5803437232971191
0.6793846487998962,0.6811466217041016,0.5745624899864197,0.5803750157356262
0.6796776056289673,0.6813649535179138,0.5736250281333923,0.5793750286102295
0.6793254017829895,0.6807856559753418,0.5750312209129333,0.5800625085830688
0.6780640482902527,0.6806015372276306,0.5753124952316284,0.5837812423706055
0.6790303587913513,0.6806754469871521,0.5746562480926514,0.5803124904632568
0.6795016527175903,0.6803786158561707,0.574999988079071,0.5784687399864197
0.6788768172264099,0.6801699995994568,0.574999988079071,0.5801249742507935
0.6782997250556946,0.6799945831298828,0.5747812390327454,0.5810624957084656
0.6773711442947388,0.6797706484794617,0.5746562480926514,0.5833437442779541
0.677913248538971,0.6793227195739746,0.5748124718666077,0.5805312395095825
0.6785525679588318,0.6786673665046692,0.575124979019165,0.5775625109672546
0.6769193410873413,0.6781745553016663,0.574593722820282,0.5809062719345093
0.6757243871688843,0.6768923997879028,0.5756250023841858,0.5821250081062317
0.6754467487335205,0.6757718324661255,0.5751875042915344,0.5806249976158142
0.6735959649085999,0.6737671494483948,0.5751875042915344,0.581375002861023
