loss,val_loss,val_accuracy,accuracy
0.6723812222480774,0.6705726981163025,0.575124979019165,0.5785312652587891
0.668358325958252,0.6657726764678955,0.5743125081062317,0.5811874866485596
0.6618312001228333,0.6555609107017517,0.5749687552452087,0.5809999704360962
0.6510695219039917,0.6376463174819946,0.6133124828338623,0.5912812352180481
0.63233882188797,0.6118572354316711,0.6640312671661377,0.6332812309265137
0.6152148842811584,0.5903698205947876,0.6893125176429749,0.664718747138977
0.5973147749900818,0.5699154734611511,0.7015312314033508,0.6824062466621399
0.576621949672699,0.5511428117752075,0.7175937294960022,0.7008437514305115
0.5651435256004333,0.5369645953178406,0.7318124771118164,0.7071250081062317
0.5481627583503723,0.525822103023529,0.7350624799728394,0.7192812561988831
0.5393496155738831,0.5089409947395325,0.7482812404632568,0.729562520980835
0.5282424688339233,0.4894254505634308,0.7630000114440918,0.7376562356948853
0.5061116218566895,0.4725639820098877,0.7705937623977661,0.7544062733650208
0.4905676245689392,0.45207715034484863,0.7883750200271606,0.7653124928474426
0.4762297570705414,0.4608129858970642,0.7744062542915344,0.7709062695503235
0.466641366481781,0.42965513467788696,0.8004999756813049,0.7769062519073486
0.45786070823669434,0.4212459325790405,0.8091874718666077,0.7860000133514404
0.4454040825366974,0.4108061194419861,0.8125625252723694,0.7923750281333923
0.43721047043800354,0.40679284930229187,0.8125937581062317,0.8004999756813049
0.4325406849384308,0.3974919617176056,0.821218729019165,0.7987499833106995
0.42649582028388977,0.42727896571159363,0.7959062457084656,0.8019687533378601
0.4224371612071991,0.3869507908821106,0.8250625133514404,0.8068437576293945
0.41516438126564026,0.38005530834198,0.831125020980835,0.808718740940094
0.4088510274887085,0.3766144812107086,0.8315937519073486,0.8155624866485596
0.40609174966812134,0.36741554737091064,0.8395000100135803,0.813281238079071
0.4016232490539551,0.36703377962112427,0.8391562700271606,0.8191562294960022
0.3941691815853119,0.3571280241012573,0.8433437347412109,0.8225625157356262
0.39309296011924744,0.3514653444290161,0.8464999794960022,0.8253437280654907
0.38506191968917847,0.3503994941711426,0.8462812304496765,0.8299375176429749
0.3798764944076538,0.3432410955429077,0.8503124713897705,0.8308749794960022
0.373243510723114,0.3358380198478699,0.8533750176429749,0.8353750109672546
0.3656337559223175,0.3297617435455322,0.8565624952316284,0.8385000228881836
0.3648653030395508,0.32613319158554077,0.8579687476158142,0.8405312299728394
0.35456234216690063,0.32141005992889404,0.860156238079071,0.8470937609672546
0.3501492738723755,0.308238685131073,0.8676562309265137,0.8467812538146973
0.3386372923851013,0.30365046858787537,0.8711249828338623,0.850781261920929
0.333485871553421,0.29860568046569824,0.8701562285423279,0.8551250100135803
0.3271748423576355,0.28367385268211365,0.8797500133514404,0.8590937256813049
0.31526777148246765,0.29363468289375305,0.8720312714576721,0.8647187352180481
0.30972206592559814,0.2673332095146179,0.8890625238418579,0.8667812347412109
0.29872041940689087,0.2579609155654907,0.8906875252723694,0.8728749752044678
0.29244735836982727,0.2524765431880951,0.8940625190734863,0.8759375214576721
0.2848828434944153,0.24489127099514008,0.8974062204360962,0.8792499899864197
0.27572664618492126,0.2320338934659958,0.905468761920929,0.8840625286102295
0.2666943371295929,0.2355545163154602,0.9005625247955322,0.8888437747955322
0.25775668025016785,0.2165205180644989,0.9146562218666077,0.8921874761581421
0.2482936680316925,0.20855577290058136,0.9162499904632568,0.8964687585830688
0.24885164201259613,0.20357096195220947,0.9200937747955322,0.8961874842643738
0.2358628809452057,0.19482983648777008,0.9223750233650208,0.9032187461853027
0.23031337559223175,0.19269688427448273,0.9251562356948853,0.9050937294960022
0.22784969210624695,0.18575823307037354,0.9259687662124634,0.9059062600135803
0.21964530646800995,0.1817600429058075,0.9288437366485596,0.9098125100135803
0.21541915833950043,0.1788705736398697,0.9282500147819519,0.9112187623977661
0.20937418937683105,0.17364397644996643,0.9315312504768372,0.9152812361717224
0.20515656471252441,0.17083236575126648,0.9326249957084656,0.9163749814033508
0.2022278904914856,0.16299797594547272,0.9358437657356262,0.918218731880188
0.19603288173675537,0.17203859984874725,0.9316250085830688,0.9204687476158142
0.1936628371477127,0.16675013303756714,0.932812511920929,0.9213437438011169
0.18546070158481598,0.151328444480896,0.941031277179718,0.9262812733650208
0.1824955940246582,0.14995089173316956,0.9406874775886536,0.9274062514305115
0.18557922542095184,0.15170247852802277,0.9397812485694885,0.9244687557220459
0.17417684197425842,0.1434354931116104,0.9435625076293945,0.9299687743186951
0.1771695762872696,0.14018265902996063,0.944531261920929,0.9292187690734863
0.17104601860046387,0.13727976381778717,0.9470937252044678,0.9324687719345093
0.1661909520626068,0.13886523246765137,0.9462812542915344,0.9345312714576721
0.1672624945640564,0.13677066564559937,0.9466562271118164,0.9327187538146973
0.16090281307697296,0.13170722126960754,0.9483749866485596,0.9369999766349792
0.16239574551582336,0.13038751482963562,0.9482499957084656,0.9363124966621399
0.15513992309570312,0.13105617463588715,0.9486250281333923,0.9390624761581421
0.15260884165763855,0.12664011120796204,0.9506562352180481,0.9403125047683716
0.15801690518856049,0.12589718401432037,0.9509687423706055,0.9371874928474426
0.15009935200214386,0.12233924120664597,0.9512812495231628,0.941156268119812
0.15028445422649384,0.1209709569811821,0.9523125290870667,0.9403437376022339
0.14557357132434845,0.11944682151079178,0.9530624747276306,0.9435625076293945
0.1438215970993042,0.11783453822135925,0.9531562328338623,0.9440624713897705
